graph,nvertices,algorithm,t,treal,nedges,weight,maxDegree,diameter,nintersections,runningTime
Random 150,150,WSPD,1.5,1.168750406,8010,383584.8968,142,0,0,0.497187339
Random 150,150,WSPD,2,1.271893842,6354,288698.1402,133,0,0,0.391854184
Random 150,150,WSPD,3,1.448673838,4873,205111.4015,115,0,0,0.315284244
Random 150,150,WSPD,5,1.60899086,3879,152921.6314,103,0,0,0.247886553
Random 150,150,Greedy,1.1,1.099956404,588,7277.09981,13,0,0,22.25209602
Random 150,150,Greedy,1.2,1.199792994,412,4219.956343,9,0,0,18.66927266
Random 150,150,Greedy,1.3,1.299037935,336,3169.614302,8,0,0,18.10061067
Random 150,150,Greedy,1.5,1.49849841,263,2229.335121,6,0,0,14.63215089
Random 150,150,Greedy,2,1.999940971,202,1481.833962,4,0,0,12.96976298
Random 150,150,Greedy,3,2.896685315,178,1200.687112,4,0,0,12.3219437
Random 150,150,Greedy,5,4.966733621,161,1000.560946,3,0,0,12.22915426
Random 125,125,Greedy Theta,1.1,1.099998597,468,6061.959681,14,8,455,1.329866236
Random 125,125,Greedy Theta,1.2,1.197265505,333,3604.004307,10,11,68,0.546676149
Random 125,125,Greedy Theta,1.3,1.299924268,277,2766.561237,8,13,22,0.329920536
Random 125,125,Greedy Theta,1.5,1.495766369,217,1958.878673,6,16,2,0.210432496
Random 125,125,Greedy Theta,2,1.971148639,172,1379.583713,5,18,0,0.159193118
Random 125,125,Greedy Theta,3,2.804709837,150,1107.59668,4,21,0,0.128462134
Random 125,125,Greedy Theta,5,5.066951672,135,944.8094965,4,24,0,0.11481459
Random 125,125,Theta,1.1,1.029400652,2048,53778.27517,57,4,92762,0.094615787
Random 125,125,Theta,1.2,1.066006641,1312,27145.3833,37,4,19253,0.074035263
Random 125,125,Theta,1.3,1.130384552,980,17288.88395,26,5,6553,0.068168427
Random 125,125,Theta,1.5,1.251509637,742,11451.73525,21,7,2284,0.081616601
Random 125,125,Theta,2,1.28502069,581,7913.754793,15,8,672,0.061891911
Random 125,125,Theta,3,1.700184793,453,5446.40937,13,10,177,0.061503301
Random 125,125,Theta,5,1.856532971,366,4158.325271,9,10,81,0.058578393
Random 125,125,Yao,1.1,1.029400652,2049,53821.61592,57,4,92828,0.10133805
Random 125,125,Yao,1.2,1.066006641,1312,27145.10012,37,4,19256,0.097051184
Random 125,125,Yao,1.3,1.130384552,979,17263.42839,26,5,6528,0.074683621
Random 125,125,Yao,1.5,1.251509637,740,11411.25767,21,7,2265,0.068054965
Random 125,125,Yao,2,1.28502069,579,7861.291968,15,8,657,0.068777479
Random 125,125,Yao,3,1.426616375,447,5353.671492,12,10,173,0.093306913
Random 125,125,Yao,5,1.553176491,363,4081.097311,10,10,66,0.073422969
Random 125,125,WSPD,1.1,1.03403408,7469,385516.7043,123,2,6135666,0.548081061
Random 125,125,WSPD,1.2,1.075218342,7013,353800.8434,122,3,5157825,0.491775571
Random 125,125,WSPD,1.3,1.129025184,6523,323460.9576,119,3,4251488,0.443810809
Random 125,125,WSPD,1.5,1.129025184,5794,279226.4281,117,3,3125169,0.392322218
Random 125,125,WSPD,2,1.301577824,4612,208886.0205,106,3,1672126,0.332744948
Random 125,125,WSPD,3,1.387787188,3531,148885.6954,96,4,820267,0.235786155
Random 125,125,WSPD,5,1.616959972,2775,110257.7197,92,4,435517,0.185112065
Random 125,125,Greedy,1.1,1.099998597,468,6061.959681,14,8,455,12.38750248
Random 125,125,Greedy,1.2,1.197265505,333,3604.004307,10,11,68,10.39933341
Random 125,125,Greedy,1.3,1.299924268,277,2766.561237,8,13,22,9.468585808
Random 125,125,Greedy,1.5,1.495766369,217,1958.878673,6,16,2,8.435055536
Random 125,125,Greedy,2,1.971148639,172,1379.583713,5,18,0,7.533297674
Random 125,125,Greedy,3,2.971396735,150,1107.280274,4,21,0,7.09903273
Random 125,125,Greedy,5,4.241083346,135,936.1469046,4,24,0,6.737167969
Random 125,125,Greedy Theta,1.1,1.099998597,468,6061.959681,14,0,0,1.415350701
Random 125,125,Greedy Theta,1.2,1.197265505,333,3604.004307,10,0,0,0.588507438
Random 125,125,Greedy Theta,1.3,1.299924268,277,2766.561237,8,0,0,0.374431572
Random 125,125,Greedy Theta,1.5,1.495766369,217,1958.878673,6,0,0,0.263758373
Random 125,125,Greedy Theta,2,1.971148639,172,1379.583713,5,0,0,0.19359989
Random 125,125,Greedy Theta,3,2.804709837,150,1107.59668,4,0,0,0.174389023
Random 125,125,Greedy Theta,5,5.066951672,135,944.8094965,4,0,0,0.170647589
Random 125,125,Theta,1.1,1.029400652,2048,53778.27517,57,0,0,0.117712348
Random 125,125,Theta,1.2,1.066006641,1312,27145.3833,37,0,0,0.086003153
Random 125,125,Theta,1.3,1.130384552,980,17288.88395,26,0,0,0.071876634
Random 125,125,Theta,1.5,1.251509637,742,11451.73525,21,0,0,0.084881087
Random 125,125,Theta,2,1.28502069,581,7913.754793,15,0,0,0.064877197
Random 125,125,Theta,3,1.700184793,453,5446.40937,13,0,0,0.061276375
Random 125,125,Theta,5,1.856532971,366,4158.325271,9,0,0,0.06151951
Random 125,125,Yao,1.1,1.029400652,2049,53821.61592,57,0,0,0.101060877
Random 125,125,Yao,1.2,1.066006641,1312,27145.10012,37,0,0,0.084490046
Random 125,125,Yao,1.3,1.130384552,979,17263.42839,26,0,0,0.074638236
Random 125,125,Yao,1.5,1.251509637,740,11411.25767,21,0,0,0.070013008
Random 125,125,Yao,2,1.28502069,579,7861.291968,15,0,0,0.069171357
Random 125,125,Yao,3,1.426616375,447,5353.671492,12,0,0,0.066566982
Random 125,125,Yao,5,1.553176491,363,4081.097311,10,0,0,0.064518573
Random 125,125,WSPD,1.1,1.03403408,7469,385512.62,123,0,0,0.567400933
Random 125,125,WSPD,1.2,1.075218342,7013,353855.6164,122,0,0,0.550410289
Random 125,125,WSPD,1.3,1.129025184,6523,323506.0671,119,0,0,0.515519274
Random 125,125,WSPD,1.5,1.129025184,5794,279000.2542,116,0,0,0.420361298
Random 125,125,WSPD,2,1.280652499,4612,208370.3511,106,0,0,0.356378836
Random 125,125,WSPD,3,1.46926152,3531,148526.0505,94,0,0,0.268644971
Random 125,125,WSPD,5,1.631910325,2775,110405.2341,91,0,0,0.223904173
Random 125,125,Greedy,1.1,1.099998597,468,6061.959681,14,0,0,13.57015605
Random 125,125,Greedy,1.2,1.197265505,333,3604.004307,10,0,0,12.187077
Random 125,125,Greedy,1.3,1.299924268,277,2766.561237,8,0,0,11.32436734
Random 125,125,Greedy,1.5,1.495766369,217,1958.878673,6,0,0,9.77628061
Random 125,125,Greedy,2,1.971148639,172,1379.583713,5,0,0,8.68929803
Random 125,125,Greedy,3,2.971396735,150,1107.280274,4,0,0,9.300769926
Random 125,125,Greedy,5,4.241083346,135,936.1469046,4,0,0,8.838333799
Random 125,125,Greedy Theta,1.1,1.099998597,468,6061.959681,14,0,0,1.317502441
Random 125,125,Greedy Theta,1.2,1.197265505,333,3604.004307,10,0,0,0.547635314
Random 125,125,Greedy Theta,1.3,1.299924268,277,2766.561237,8,0,0,0.322558828
Random 125,125,Greedy Theta,1.5,1.495766369,217,1958.878673,6,0,0,0.222915426
Random 125,125,Greedy Theta,2,1.971148639,172,1379.583713,5,0,0,0.1581213
Random 125,125,Greedy Theta,3,2.804709837,150,1107.59668,4,0,0,0.125475632
Random 125,125,Greedy Theta,5,5.066951672,135,944.8094965,4,0,0,0.117782046
Random 125,125,Theta,1.1,1.029400652,2048,53778.27517,57,0,0,0.098051277
Random 125,125,Theta,1.2,1.066006641,1312,27145.3833,37,0,0,0.073156331
Random 125,125,Theta,1.3,1.130384552,980,17288.88395,26,0,0,0.069518229
Random 125,125,Theta,1.5,1.251509637,742,11451.73525,21,0,0,0.062660621
Random 125,125,Theta,2,1.28502069,581,7913.754793,15,0,0,0.063023702
Random 125,125,Theta,3,1.700184793,453,5446.40937,13,0,0,0.061359446
Random 125,125,Theta,5,1.856532971,366,4158.325271,9,0,0,0.077407133
Random 125,125,Yao,1.1,1.029400652,2049,53821.61592,57,0,0,0.106830053
Random 125,125,Yao,1.2,1.066006641,1312,27145.10012,37,0,0,0.081673333
Random 125,125,Yao,1.3,1.130384552,979,17263.42839,26,0,0,0.073875199
Random 125,125,Yao,1.5,1.251509637,740,11411.25767,21,0,0,0.0992864
Random 125,125,Yao,2,1.28502069,579,7861.291968,15,0,0,0.06665532
Random 125,125,Yao,3,1.426616375,447,5353.671492,12,0,0,0.065415334
Random 125,125,Yao,5,1.553176491,363,4081.097311,10,0,0,0.074109824
Random 125,125,WSPD,1.1,1.03403408,7469,385516.7043,123,0,0,0.522630958
Random 125,125,WSPD,1.2,1.075218342,7013,353800.8434,122,0,0,0.474393886
Random 125,125,WSPD,1.3,1.129025184,6523,323460.9576,119,0,0,0.434641397
Random 125,125,WSPD,1.5,1.129025184,5794,279226.4281,117,0,0,0.390033512
Random 125,125,WSPD,2,1.301577824,4612,208886.0205,106,0,0,0.302424861
Random 125,125,WSPD,3,1.387787188,3531,148885.6954,96,0,0,0.233369804
Random 125,125,WSPD,5,1.616959972,2775,110257.7197,92,0,0,0.218273178
Random 125,125,Greedy,1.1,1.099998597,468,6061.959681,14,0,0,12.55253853
Random 125,125,Greedy,1.2,1.197265505,333,3604.004307,10,0,0,11.0635278
Random 125,125,Greedy,1.3,1.299924268,277,2766.561237,8,0,0,9.436231902
Random 125,125,Greedy,1.5,1.495766369,217,1958.878673,6,0,0,8.495744336
Random 125,125,Greedy,2,1.971148639,172,1379.583713,5,0,0,7.552752485
Random 125,125,Greedy,3,2.971396735,150,1107.280274,4,0,0,6.985459342
Random 125,125,Greedy,5,4.241083346,135,936.1469046,4,0,0,6.687645121
Random 100,100,Greedy Theta,1.1,1.121242186,375,5280.191144,12,8,428,1.040077884
Random 100,100,Greedy Theta,1.2,1.199026619,276,3307.814939,9,10,92,0.420976023
Random 100,100,Greedy Theta,1.3,1.346515809,225,2430.641338,8,11,23,0.244118779
Random 100,100,Greedy Theta,1.5,1.59735126,172,1622.027687,6,13,3,0.164720375
Random 100,100,Greedy Theta,2,2.059268269,131,1094.154505,4,20,0,0.119654182
Random 100,100,Greedy Theta,3,2.971582114,118,906.1201789,4,21,0,0.088804872
Random 100,100,Greedy Theta,5,4.704291812,106,761.3241777,3,25,0,0.084644436
Random 100,100,Theta,1.1,1.06887003,1591,44337.04671,51,3,74085,0.067904626
Random 100,100,Theta,1.2,1.070030147,1011,22130.78427,32,4,15539,0.049864453
Random 100,100,Theta,1.3,1.148039945,764,14493.37384,26,5,5595,0.043668575
Random 100,100,Theta,1.5,1.315397829,573,9346.486662,20,6,1826,0.040699498
Random 100,100,Theta,2,1.349543734,471,6896.866246,15,7,746,0.040049924
Random 100,100,Theta,3,1.687059367,355,4508.64783,12,9,169,0.044236294
Random 100,100,Theta,5,1.684894513,292,3405.392512,10,10,83,0.043025079
Random 100,100,Yao,1.1,1.029408407,1593,44428.63117,51,3,74476,0.074031616
Random 100,100,Yao,1.2,1.070587167,1011,22135.65939,32,4,15512,0.053212009
Random 100,100,Yao,1.3,1.148039945,765,14523.95959,26,5,5592,0.048124825
Random 100,100,Yao,1.5,1.227028587,574,9364.47619,20,6,1821,0.051450095
Random 100,100,Yao,2,1.441641714,468,6840.367431,16,7,716,0.043565243
Random 100,100,Yao,3,1.485144469,354,4502.093066,12,9,167,0.041107153
Random 100,100,Yao,5,1.573169983,286,3286.307457,9,10,63,0.039775992
Random 100,100,WSPD,1.1,1.006379244,4852,236113.1905,99,2,2533573,0.333519331
Random 100,100,WSPD,1.2,1.081545778,4665,224075.9855,99,2,2281537,0.314947908
Random 100,100,WSPD,1.3,1.117114115,4408,207061.7484,98,2,1956438,0.2948573
Random 100,100,WSPD,1.5,1.143227596,3981,182409.3977,94,3,1514312,0.270951912
Random 100,100,WSPD,2,1.246064478,3417,150006.5968,91,3,1019064,0.2212147
Random 100,100,WSPD,3,1.423164469,2773,112869.281,86,3,565452,0.174668628
Random 100,100,WSPD,5,1.423164469,2280,88330.37753,83,4,339989,0.146313068
Random 100,100,Greedy,1.1,1.099667343,376,5308.999527,13,8,440,6.451904756
Random 100,100,Greedy,1.2,1.199026619,276,3307.814939,9,10,92,5.49686397
Random 100,100,Greedy,1.3,1.29865053,226,2473.345526,8,11,29,4.973736612
Random 100,100,Greedy,1.5,1.499001657,174,1670.565063,6,13,4,4.418319373
Random 100,100,Greedy,2,1.992423629,132,1128.54807,4,18,1,3.936612407
Random 100,100,Greedy,3,2.971582114,118,906.1201789,4,21,0,3.717855797
Random 100,100,Greedy,5,4.704291812,106,761.3241777,3,25,0,3.522160898
Random 100,100,Greedy Theta,1.1,1.121242186,375,5280.191144,12,0,0,1.136790706
Random 100,100,Greedy Theta,1.2,1.199026619,276,3307.814939,9,0,0,0.464119022
Random 100,100,Greedy Theta,1.3,1.346515809,225,2430.641338,8,0,0,0.271073479
Random 100,100,Greedy Theta,1.5,1.59735126,172,1622.027687,6,0,0,0.175487181
Random 100,100,Greedy Theta,2,2.059268269,131,1094.154505,4,0,0,0.132319057
Random 100,100,Greedy Theta,3,2.971582114,118,906.1201789,4,0,0,0.104703842
Random 100,100,Greedy Theta,5,4.704291812,106,761.3241777,3,0,0,0.08826795
Random 100,100,Theta,1.1,1.06887003,1591,44337.04671,51,0,0,0.077624738
Random 100,100,Theta,1.2,1.070030147,1011,22130.78427,32,0,0,0.057532509
Random 100,100,Theta,1.3,1.148039945,764,14493.37384,26,0,0,0.048641486
Random 100,100,Theta,1.5,1.315397829,573,9346.486662,20,0,0,0.044827516
Random 100,100,Theta,2,1.349543734,471,6896.866246,15,0,0,0.043184332
Random 100,100,Theta,3,1.687059367,355,4508.64783,12,0,0,0.040804046
Random 100,100,Theta,5,1.684894513,292,3405.392512,10,0,0,0.04205862
Random 100,100,Yao,1.1,1.029408407,1593,44428.63117,51,0,0,0.093560583
Random 100,100,Yao,1.2,1.070587167,1011,22135.65939,32,0,0,0.060670565
Random 100,100,Yao,1.3,1.148039945,765,14523.95959,26,0,0,0.055349567
Random 100,100,Yao,1.5,1.227028587,574,9364.47619,20,0,0,0.047323697
Random 100,100,Yao,2,1.441641714,468,6840.367431,16,0,0,0.044566957
Random 100,100,Yao,3,1.485144469,354,4502.093066,12,0,0,0.045677271
Random 100,100,Yao,5,1.573169983,286,3286.307457,9,0,0,0.046418426
Random 100,100,WSPD,1.1,1.011360504,4852,236126.5563,99,0,0,0.37677863
Random 100,100,WSPD,1.2,1.084284643,4665,224183.0524,99,0,0,0.347166065
Random 100,100,WSPD,1.3,1.092307507,4408,207233.534,98,0,0,0.318166604
Random 100,100,WSPD,1.5,1.143227596,3981,182526.4652,94,0,0,0.281993054
Random 100,100,WSPD,2,1.246064478,3417,150144.7639,91,0,0,0.23857977
Random 100,100,WSPD,3,1.269974725,2773,112868.664,86,0,0,0.196131325
Random 100,100,WSPD,5,1.632425582,2280,88390.9933,82,0,0,0.236106687
Random 100,100,Greedy,1.1,1.099667343,376,5308.999527,13,0,0,7.128171588
Random 100,100,Greedy,1.2,1.199026619,276,3307.814939,9,0,0,5.636630237
Random 100,100,Greedy,1.3,1.29865053,226,2473.345526,8,0,0,5.081963473
Random 100,100,Greedy,1.5,1.499001657,174,1670.565063,6,0,0,4.49705321
Random 100,100,Greedy,2,1.992423629,132,1128.54807,4,0,0,3.940342495
Random 100,100,Greedy,3,2.971582114,118,906.1201789,4,0,0,3.734868728
Random 100,100,Greedy,5,4.704291812,106,761.3241777,3,0,0,3.568260818
Random 100,100,Greedy Theta,1.1,1.121242186,375,5280.191144,12,0,0,1.056972084
Random 100,100,Greedy Theta,1.2,1.199026619,276,3307.814939,9,0,0,0.500517066
Random 100,100,Greedy Theta,1.3,1.346515809,225,2430.641338,8,0,0,0.260535625
Random 100,100,Greedy Theta,1.5,1.59735126,172,1622.027687,6,0,0,0.153170271
Random 100,100,Greedy Theta,2,2.059268269,131,1094.154505,4,0,0,0.116754398
Random 100,100,Greedy Theta,3,2.971582114,118,906.1201789,4,0,0,0.089711764
Random 100,100,Greedy Theta,5,4.704291812,106,761.3241777,3,0,0,0.078421409
Random 100,100,Theta,1.1,1.06887003,1591,44337.04671,51,0,0,0.07677782
Random 100,100,Theta,1.2,1.070030147,1011,22130.78427,32,0,0,0.051572067
Random 100,100,Theta,1.3,1.148039945,764,14493.37384,26,0,0,0.047653144
Random 100,100,Theta,1.5,1.315397829,573,9346.486662,20,0,0,0.046985335
Random 100,100,Theta,2,1.349543734,471,6896.866246,15,0,0,0.04065776
Random 100,100,Theta,3,1.687059367,355,4508.64783,12,0,0,0.070153215
Random 100,100,Theta,5,1.684894513,292,3405.392512,10,0,0,0.038206964
Random 75,75,Greedy Theta,1.1,1.099998846,286,4845.105401,12,0,0,0.67007987
Random 75,75,Greedy Theta,1.2,1.276827115,194,2830.47459,9,0,0,0.265125599
Random 75,75,Greedy Theta,1.3,1.298039337,164,2158.029536,7,0,0,0.229372672
Random 75,75,Greedy Theta,1.5,1.480320568,125,1496.04209,6,0,0,0.120709791
Random 75,75,Greedy Theta,2,1.980205863,100,1051.400938,4,0,0,0.1024046
Random 75,75,Greedy Theta,3,2.921570589,85,783.9103127,4,0,0,0.067281392
Random 75,75,Greedy Theta,5,4.981968813,79,676.2549819,3,0,0,0.058289468
Random 75,75,Theta,1.1,1.029241466,1074,33543.41227,43,0,0,0.054687836
Random 75,75,Theta,1.2,1.142872336,719,17909.37596,31,0,0,0.032453592
Random 75,75,Theta,1.3,1.128975944,556,12337.18818,27,0,0,0.029560696
Random 75,75,Theta,1.5,1.155957291,435,8412.330849,21,0,0,0.028151327
Random 75,75,Theta,2,1.260509885,352,6298.375695,15,0,0,0.027427597
Random 75,75,Theta,3,1.417113531,267,4144.641434,12,0,0,0.024388821
Random 75,75,Theta,5,1.82411148,212,3012.934754,10,0,0,0.023091293
Random 75,75,Yao,1.1,1.029241466,1074,33543.41227,43,0,0,0.059247823
Random 75,75,Yao,1.2,1.142872336,720,17934.52378,31,0,0,0.033087767
Random 75,75,Yao,1.3,1.128975944,557,12360.97881,27,0,0,0.029884471
Random 75,75,Yao,1.5,1.155957291,435,8409.220889,21,0,0,0.028856012
Random 75,75,Yao,2,1.260509885,353,6308.790026,15,0,0,0.027122463
Random 75,75,Yao,3,1.369807773,265,4112.641063,12,0,0,0.023984002
Random 75,75,Yao,5,1.580128432,209,2920.985738,9,0,0,0.024731235
Random 75,75,WSPD,1.1,1.023010751,2681,134313.4114,74,0,0,0.24709434
Random 75,75,WSPD,1.2,1.080996377,2495,122476.1301,73,0,0,0.19247985
Random 75,75,WSPD,1.3,1.096405906,2342,112984.0077,72,0,0,0.177169671
Random 75,75,WSPD,1.5,1.176502311,2100,98375.05605,68,0,0,0.152241497
Random 75,75,WSPD,2,1.285019816,1750,78336.00759,65,0,0,0.124050864
Random 75,75,WSPD,3,1.406411384,1437,61161.7505,62,0,0,0.107126272
Random 75,75,WSPD,5,1.477808736,1237,50606.99205,59,0,0,0.087365111
Random 75,75,Greedy,1.1,1.099998846,286,4845.105401,12,0,0,2.926635789
Random 75,75,Greedy,1.2,1.198625158,194,2824.770738,9,0,0,2.415677312
Random 75,75,Greedy,1.3,1.298039337,164,2158.029536,7,0,0,2.217603748
Random 75,75,Greedy,1.5,1.480320568,125,1496.04209,6,0,0,1.953893596
Random 75,75,Greedy,2,1.980205863,100,1051.400938,4,0,0,1.796332316
Random 75,75,Greedy,3,2.921570589,85,783.6842498,3,0,0,1.642136828
Random 75,75,Greedy,5,4.981968813,79,676.2549819,3,0,0,1.558519635
Train stations LUX,56,Greedy Theta,1.1,1.106634506,173,17.81137312,11,6,160,0.260188348
Train stations LUX,56,Greedy Theta,1.2,1.200406474,121,8.526299294,9,11,13,0.151693229
Train stations LUX,56,Greedy Theta,1.3,1.35548325,102,6.718677878,8,12,13,0.089885605
Train stations LUX,56,Greedy Theta,1.5,1.493518805,81,4.334646323,5,14,0,0.070514675
Train stations LUX,56,Greedy Theta,2,1.966923427,66,3.057343415,4,19,0,0.070594504
Train stations LUX,56,Greedy Theta,3,2.692134853,59,2.37171489,4,28,0,0.049229061
